,MEAN DEP SCORE,LA CODE,STD DEP SCORE,LAD,LAD CODE,WARD CODE,All categories: Age,Children,Adults,Pensioners,All categories: Residence type,Lives in a household,Lives in a communal establishment,Communal establishments with persons sleeping rough identified,All categories: Ethnic group (detailed),White: English/Welsh/Scottish/Northern Irish/British,White: Irish,White: Polish,Asian/Asian British: Indian or British Indian,Asian/Asian British: Pakistani/British Pakistani,Black/African/Caribbean/Black British: African,Black/African/Caribbean/Black British: Caribbean,Other ethnic group: Any other ethnic group,All categories: Religion,Christian,Buddhist,Hindu,Jewish,Muslim (Islam),Sikh,Other religion: Total,No religion: Total,Religion not stated,All usual residents ,Area ,Density
56,29.96210602127659,00CM,15.873355027941809,E08000024,00CM,00CMGD,275506,54945.0,176573.0,43988.0,275506,271884,3622,1,275506.0,261209.0,608.0,624.0,1736.0,669.0,1062.0,111.0,9487.0,275506.0,193642.0,550.0,607.0,76.0,3650.0,814.0,511.0,60358.0,15298.0,275506,13746,20
57,37.31961297971919,00CN,17.631978409206717,E08000025,00CN,00CNHY,1073045,274135.0,668122.0,130788.0,1073045,1051366,21679,1,1073045.0,570217.0,22021.0,8404.0,64621.0,144627.0,29991.0,47641.0,185523.0,1073045.0,494358.0,4780.0,22362.0,2205.0,234411.0,32376.0,5646.0,206821.0,70086.0,1073045,26779,40.1
58,28.188021091370562,00CQ,16.661808494800106,E08000026,00CQ,00CQFU,316960,70425.0,203040.0,43495.0,316960,307730,9230,0,316960.0,211188.0,7305.0,6038.0,27751.0,9510.0,12836.0,3317.0,39015.0,316960.0,170090.0,1067.0,11152.0,210.0,23665.0,15912.0,1641.0,72896.0,20327.0,316960,9864,32.1
59,22.91903737623761,00CR,14.490869277055436,E08000027,00CR,00CRGB,312925,67730.0,190425.0,54770.0,312925,310398,2527,0,312925.0,277050.0,1170.0,724.0,5737.0,10339.0,1402.0,2658.0,13845.0,312925.0,204320.0,657.0,1908.0,77.0,12902.0,3694.0,1032.0,68835.0,19500.0,312925,9796,31.9
60,37.118540855614974,00CS,14.111331112880803,E08000028,00CS,00CSGB,308063,74376.0,189367.0,44320.0,308063,305928,2135,0,308063.0,202822.0,2045.0,5532.0,31400.0,13952.0,4396.0,11382.0,36534.0,308063.0,170075.0,654.0,6810.0,73.0,25251.0,26934.0,1816.0,57716.0,18734.0,308063,8557,36
61,16.643093699248112,00CT,14.919429043310208,E08000029,00CT,00CTFZ,206674,45017.0,124438.0,37219.0,206674,205087,1587,1,206674.0,177248.0,3935.0,492.0,7098.0,3413.0,852.0,1930.0,11706.0,206674.0,135572.0,430.0,3684.0,353.0,5247.0,3504.0,569.0,44187.0,13128.0,206674,17829,11.6
62,31.26260750887574,00CU,17.41223681954028,E08000030,00CU,00CUFX,269323,63437.0,162626.0,43260.0,269323,267397,1926,1,269323.0,207238.0,1181.0,1405.0,16502.0,14289.0,1999.0,3197.0,23512.0,269323.0,158971.0,516.0,4560.0,54.0,22146.0,11606.0,1420.0,53876.0,16174.0,269323,10395,25.9
63,34.25989705063291,00CW,16.308034731734306,E08000031,00CW,00CWFX,249470,56128.0,154892.0,38450.0,249470,245526,3944,4,249470.0,160945.0,1526.0,2173.0,32162.0,4415.0,4081.0,9507.0,34661.0,249470.0,138394.0,1015.0,9292.0,88.0,9062.0,22689.0,3057.0,49821.0,16052.0,249470,6944,35.9
64,32.20964905537459,00CX,19.83270075447331,E08000032,00CX,00CXGH,522452,136579.0,320269.0,65604.0,522452,515315,7137,0,522452.0,333628.0,2541.0,5133.0,13555.0,106614.0,4993.0,3581.0,52407.0,522452.0,239843.0,1000.0,4882.0,299.0,129041.0,5125.0,1686.0,108027.0,32549.0,522452,36642,14.3
65,23.72065944186047,00CY,14.672709224909795,E08000033,00CY,00CYFU,203826,45344.0,128090.0,30392.0,203826,202376,1450,1,203826.0,176732.0,1795.0,1444.0,1130.0,13904.0,479.0,320.0,8022.0,203826.0,114667.0,593.0,616.0,153.0,14802.0,355.0,808.0,57193.0,14639.0,203826,36392,5.6
